Code,Description,Charge Amount,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9
4010200215,"EMERGENCY ROOM - SIMPLE WOUND REPAIR OF THE SCALP, NECK, UNDERARMS, TRUNK, ARMS, OR LEGS",$601.21,,,,,,,
4010200210,"EMERGENCY ROOM - SIMPLE WOUND REPAIR OF THE SCALP, NECK, UNDERARMS, TRUNK, ARMS, OR LEGS",$601.21,,,,,,,
4010200195,"EMERGENCY ROOM - SIMPLE WOUND REPAIR OF THE SCALP, NECK, UNDERARMS, TRUNK, ARMS, OR LEGS",$451.60,,,,,,,
4010201965,EMERGENCY ROOM - SMALL INTESTINE PROCEDURE,"$11,937.36",,,,,,,
4010202090,EMERGENCY ROOM - SPINAL TAP FOR DIAGNOSIS,"$1,059.76",,,,,,,
4010200600,EMERGENCY ROOM - STABILIZATION OF BROKEN NOSE WITHOUT INCISION,"$7,820.17",,,,,,,
4010201669,EMERGENCY ROOM - STRAPPING OF ANKLE OR FOOT,$692.65,,,,,,,
4010201667,EMERGENCY ROOM - STRAPPING OF ANKLE OR FOOT,$502.86,,,,,,,
4010201665,EMERGENCY ROOM - STRAPPING OF ANKLE OR FOOT,$502.86,,,,,,,
4010201622,EMERGENCY ROOM - STRAPPING OF ELBOW OR WRIST,$502.86,,,,,,,
4010201620,EMERGENCY ROOM - STRAPPING OF ELBOW OR WRIST,$502.86,,,,,,,
4010201624,EMERGENCY ROOM - STRAPPING OF ELBOW OR WRIST,$692.65,,,,,,,
4010203345,EMERGENCY ROOM - STRAPPING OF HAND OR FINGER,$502.86,,,,,,,
4010203325,EMERGENCY ROOM - STRAPPING OF HAND OR FINGER,$502.86,,,,,,,
4010203315,EMERGENCY ROOM - STRAPPING OF HAND OR FINGER,$502.86,,,,,,,
4010203350,EMERGENCY ROOM - STRAPPING OF HAND OR FINGER,$502.86,,,,,,,
4010201625,EMERGENCY ROOM - STRAPPING OF HAND OR FINGER,$502.86,,,,,,,
4010203360,EMERGENCY ROOM - STRAPPING OF HAND OR FINGER,$502.86,,,,,,,
4010203355,EMERGENCY ROOM - STRAPPING OF HAND OR FINGER,$502.86,,,,,,,
4010203320,EMERGENCY ROOM - STRAPPING OF HAND OR FINGER,$502.86,,,,,,,
4010203310,EMERGENCY ROOM - STRAPPING OF HAND OR FINGER,$692.65,,,,,,,
4010203335,EMERGENCY ROOM - STRAPPING OF HAND OR FINGER,$502.86,,,,,,,
4010203330,EMERGENCY ROOM - STRAPPING OF HAND OR FINGER,$502.86,,,,,,,
4010203305,EMERGENCY ROOM - STRAPPING OF HAND OR FINGER,$502.86,,,,,,,
4010203365,EMERGENCY ROOM - STRAPPING OF HAND OR FINGER,$502.86,,,,,,,
4010203340,EMERGENCY ROOM - STRAPPING OF HAND OR FINGER,$502.86,,,,,,,
4010201659,EMERGENCY ROOM - STRAPPING OF HIP,$692.65,,,,,,,
4010201655,EMERGENCY ROOM - STRAPPING OF HIP,$502.86,,,,,,,
4010201657,EMERGENCY ROOM - STRAPPING OF HIP,$502.86,,,,,,,
4010201664,EMERGENCY ROOM - STRAPPING OF KNEE,$692.65,,,,,,,
4010201662,EMERGENCY ROOM - STRAPPING OF KNEE,$502.86,,,,,,,
4010201660,EMERGENCY ROOM - STRAPPING OF KNEE,$502.86,,,,,,,
4010201616,EMERGENCY ROOM - Strapping Of Shoulder,$502.86,,,,,,,
4010201617,EMERGENCY ROOM - STRAPPING OF SHOULDER,$502.86,,,,,,,
4010201617,EMERGENCY ROOM - STRAPPING OF SHOULDER,$502.86,,,,,,,
4010201619,EMERGENCY ROOM - STRAPPING OF SHOULDER,$692.65,,,,,,,
4010203375,EMERGENCY ROOM - STRAPPING OF TOES,$502.86,,,,,,,
4010203370,EMERGENCY ROOM - STRAPPING OF TOES,$502.86,,,,,,,
4010203390,EMERGENCY ROOM - STRAPPING OF TOES,$502.86,,,,,,,
4010203380,EMERGENCY ROOM - STRAPPING OF TOES,$502.86,,,,,,,
4010201670,EMERGENCY ROOM - STRAPPING OF TOES,$502.86,,,,,,,
4010203395,EMERGENCY ROOM - STRAPPING OF TOES,$502.86,,,,,,,
4010203410,EMERGENCY ROOM - STRAPPING OF TOES,$502.86,,,,,,,
4010203405,EMERGENCY ROOM - STRAPPING OF TOES,$502.86,,,,,,,
4010203415,EMERGENCY ROOM - STRAPPING OF TOES,$502.86,,,,,,,
4010203385,EMERGENCY ROOM - STRAPPING OF TOES,$502.86,,,,,,,
4010203400,EMERGENCY ROOM - STRAPPING OF TOES,$502.86,,,,,,,
4010201678,"EMERGENCY ROOM - STRAPPING, UNNA BOOT",$902.80,,,,,,,
4010201677,"EMERGENCY ROOM - STRAPPING, UNNA BOOT",$677.10,,,,,,,
4010201675,"EMERGENCY ROOM - STRAPPING, UNNA BOOT",$677.10,,,,,,,
4010201725,EMERGENCY ROOM - SUBSEQUENT CONTROL OF NOSE BLEED AND INSERTION OF PACKING,$508.39,,,,,,,
4010700120,EMERGENCY ROOM - SUTURE OF ADDITIONAL HAND OR FOOT NERVE,$493.64,,,,,,,
4010202120,EMERGENCY ROOM - SUTURE OF FOREARM NERVE,"$16,808.18",,,,,,,
4010202115,EMERGENCY ROOM - SUTURE OF HAND OR FOOT COMMON SENSORY NERVE,"$16,808.18",,,,,,,
4010202110,EMERGENCY ROOM - SUTURE OF HAND OR FOOT DIGITAL NERVE,"$16,808.18",,,,,,,
4010700115,EMERGENCY ROOM - SUTURE OF HAND OR FOOT DIGITAL NERVE,$461.36,,,,,,,
4010201165,EMERGENCY ROOM - SUTURE OF TENDON BELOW KNEE,"$10,360.86",,,,,,,
4010202315,EMERGENCY ROOM - TEMPORARY PACEMAKER TO REGULATE HEART BEAT,"$1,069.46",,,,,,,
4010700010,EMERGENCY ROOM - THERAPEUTIC REMOVAL OF WHOLE BLOOD TO CORRECT BLOOD LEVEL IMBALANCE,$577.66,,,,,,,
4010201945,"EMERGENCY ROOM - THROAT, ADENOIDS, OR TONSILS PROCEDURE",$508.39,,,,,,,
4010200460,EMERGENCY ROOM - TISSUE TRANSFER WOUND REPAIR,"$10,045.00",,,,,,,
4010200455,EMERGENCY ROOM - TISSUE TRANSFER WOUND REPAIR,"$10,045.00",,,,,,,
4010200445,"EMERGENCY ROOM - TISSUE TRANSFER WOUND REPAIR OF EYELIDS, NOSE, EARS, OR LIPS","$7,761.99",,,,,,,
4010200450,"EMERGENCY ROOM - TISSUE TRANSFER WOUND REPAIR OF EYELIDS, NOSE, EARS, OR LIPS","$7,761.99",,,,,,,
4010200440,"EMERGENCY ROOM - TISSUE TRANSFER WOUND REPAIR OF THE FOREHEAD, CHEEKS, CHIN, MOUTH, NECK, UNDERARMS, GENITALS, HANDS, OR FEET","$7,761.99",,,,,,,
4010200435,"EMERGENCY ROOM - TISSUE TRANSFER WOUND REPAIR OF THE FOREHEAD, CHEEKS, CHIN, MOUTH, NECK, UNDERARMS, GENITALS, HANDS, OR FEET","$7,761.99",,,,,,,
4010200430,"EMERGENCY ROOM - TISSUE TRANSFER WOUND REPAIR OF THE SCALP, ARMS, OR LEGS","$7,761.99",,,,,,,
4010200649,EMERGENCY ROOM - TREATMENT OF BROKEN COLLARBONE WITHOUT INCISION,"$1,432.67",,,,,,,
4010200648,EMERGENCY ROOM - TREATMENT OF BROKEN COLLARBONE WITHOUT INCISION,"$1,074.50",,,,,,,
4010200645,EMERGENCY ROOM - TREATMENT OF BROKEN COLLARBONE WITHOUT INCISION,"$1,074.50",,,,,,,
4010200644,EMERGENCY ROOM - Treatment Of Broken Collarbone Without Incision,"$1,074.50",,,,,,,
4010200610,EMERGENCY ROOM - TREATMENT OF BROKEN EYE SOCKET BONE WITHOUT INCISION,"$3,568.59",,,,,,,
4010200614,EMERGENCY ROOM - TREATMENT OF BROKEN EYE SOCKET BONE WITHOUT INCISION,"$4,155.98",,,,,,,
4010200612,EMERGENCY ROOM - TREATMENT OF BROKEN EYE SOCKET BONE WITHOUT INCISION,"$3,568.59",,,,,,,
4010200617,EMERGENCY ROOM - TREATMENT OF BROKEN EYE SOCKET BONE WITHOUT INCISION,"$7,820.17",,,,,,,
4010201423,EMERGENCY ROOM - TREATMENT OF BROKEN FOOT BONE,"$1,432.67",,,,,,,
4010201427,EMERGENCY ROOM - TREATMENT OF BROKEN FOOT BONE,"$6,749.70",,,,,,,
4010201425,EMERGENCY ROOM - TREATMENT OF BROKEN FOOT BONE,"$6,749.70",,,,,,,
4010201422,EMERGENCY ROOM - TREATMENT OF BROKEN FOOT BONE,"$1,074.50",,,,,,,
4010201420,EMERGENCY ROOM - TREATMENT OF BROKEN FOOT BONE,"$1,074.50",,,,,,,
4010201428,EMERGENCY ROOM - TREATMENT OF BROKEN FOOT BONE,"$8,999.60",,,,,,,
4010200805,EMERGENCY ROOM - TREATMENT OF BROKEN FOREARM AT ELBOW WITHOUT INCISION,$712.04,,,,,,,
4010200807,EMERGENCY ROOM - TREATMENT OF BROKEN FOREARM AT ELBOW WITHOUT INCISION,$712.04,,,,,,,
4010200809,EMERGENCY ROOM - TREATMENT OF BROKEN FOREARM AT ELBOW WITHOUT INCISION,$900.46,,,,,,,
4010200797,EMERGENCY ROOM - TREATMENT OF BROKEN FOREARM BONE AT ELBOW WITHOUT INCISION,$712.04,,,,,,,
4010200799,EMERGENCY ROOM - TREATMENT OF BROKEN FOREARM BONE AT ELBOW WITHOUT INCISION,$900.46,,,,,,,
4010200795,EMERGENCY ROOM - TREATMENT OF BROKEN FOREARM BONE AT ELBOW WITHOUT INCISION,$712.04,,,,,,,
4010200827,EMERGENCY ROOM - TREATMENT OF BROKEN FOREARM WITHOUT INCISION,$712.04,,,,,,,
4010200825,EMERGENCY ROOM - TREATMENT OF BROKEN FOREARM WITHOUT INCISION,$712.04,,,,,,,
4010200829,EMERGENCY ROOM - TREATMENT OF BROKEN FOREARM WITHOUT INCISION,$900.46,,,,,,,
4010200749,EMERGENCY ROOM - TREATMENT OF BROKEN GROWTH PLATE OR UPPER ARM BONE AT ELBOW WITHOUT INCISION,$900.46,,,,,,,
4010200745,EMERGENCY ROOM - TREATMENT OF BROKEN GROWTH PLATE OR UPPER ARM BONE AT ELBOW WITHOUT INCISION,$712.04,,,,,,,
4010200747,EMERGENCY ROOM - TREATMENT OF BROKEN GROWTH PLATE OR UPPER ARM BONE AT ELBOW WITHOUT INCISION,$712.04,,,,,,,
4010200620,EMERGENCY ROOM - TREATMENT OF BROKEN JAW BONE WITHOUT INCISION,"$1,600.04",,,,,,,
4010200859,EMERGENCY ROOM - TREATMENT OF BROKEN LOWER FOREARM BONES WITHOUT INCISION,$900.46,,,,,,,
4010200855,EMERGENCY ROOM - TREATMENT OF BROKEN LOWER FOREARM BONES WITHOUT INCISION,$712.04,,,,,,,
4010200857,EMERGENCY ROOM - TREATMENT OF BROKEN LOWER FOREARM BONES WITHOUT INCISION,$712.04,,,,,,,
4010200847,EMERGENCY ROOM - TREATMENT OF BROKEN MID FOREARM BONES WITHOUT INCISION,$712.04,,,,,,,
4010200849,EMERGENCY ROOM - TREATMENT OF BROKEN MID FOREARM BONES WITHOUT INCISION,$900.46,,,,,,,
4010200845,EMERGENCY ROOM - TREATMENT OF BROKEN MID FOREARM BONES WITHOUT INCISION,$712.04,,,,,,,
4010200835,EMERGENCY ROOM - TREATMENT OF BROKEN MID FOREARM WITHOUT INCISION,$712.04,,,,,,,
4010200837,EMERGENCY ROOM - TREATMENT OF BROKEN MID FOREARM WITHOUT INCISION,$712.04,,,,,,,
4010200839,EMERGENCY ROOM - TREATMENT OF BROKEN MID FOREARM WITHOUT INCISION,$900.46,,,,,,,
4010200605,EMERGENCY ROOM - TREATMENT OF BROKEN NOSE AND NASAL CARTILAGE WITHOUT INCISION,"$7,820.17",,,,,,,
4010200595,EMERGENCY ROOM - TREATMENT OF BROKEN NOSE WITHOUT INCISION,"$7,820.17",,,,,,,
4010200675,EMERGENCY ROOM - TREATMENT OF BROKEN SHOULDER BLADE WITHOUT INCISION,"$1,074.50",,,,,,,
4010200676,EMERGENCY ROOM - TREATMENT OF BROKEN SHOULDER BLADE WITHOUT INCISION,"$1,432.67",,,,,,,
4010200677,EMERGENCY ROOM - TREATMENT OF BROKEN SHOULDER BLADE WITHOUT INCISION,$712.04,,,,,,,
4010200765,EMERGENCY ROOM - TREATMENT OF BROKEN UPPER ARM AT SHOULDER JOINT,$712.04,,,,,,,
4010200769,EMERGENCY ROOM - TREATMENT OF BROKEN UPPER ARM AT SHOULDER JOINT,$900.46,,,,,,,
4010200767,EMERGENCY ROOM - TREATMENT OF BROKEN UPPER ARM AT SHOULDER JOINT,$712.04,,,,,,,
4010200759,EMERGENCY ROOM - TREATMENT OF BROKEN UPPER ARM AT SHOULDER WITHOUT INCISION,$900.46,,,,,,,
4010200757,EMERGENCY ROOM - TREATMENT OF BROKEN UPPER ARM AT SHOULDER WITHOUT INCISION,$712.04,,,,,,,
4010200755,EMERGENCY ROOM - TREATMENT OF BROKEN UPPER ARM AT SHOULDER WITHOUT INCISION,$712.04,,,,,,,
4010200695,EMERGENCY ROOM - TREATMENT OF BROKEN UPPER ARM BONE AT SHOULDER JOINT WITHOUT INCISION,$712.04,,,,,,,
4010200699,EMERGENCY ROOM - TREATMENT OF BROKEN UPPER ARM BONE AT SHOULDER JOINT WITHOUT INCISION,$900.46,,,,,,,
4010200697,EMERGENCY ROOM - TREATMENT OF BROKEN UPPER ARM BONE AT SHOULDER JOINT WITHOUT INCISION,$712.04,,,,,,,
4010200685,EMERGENCY ROOM - TREATMENT OF BROKEN UPPER ARM WITHOUT INCISION,$712.04,,,,,,,
4010200687,EMERGENCY ROOM - TREATMENT OF BROKEN UPPER ARM WITHOUT INCISION,$712.04,,,,,,,
4010200689,EMERGENCY ROOM - TREATMENT OF BROKEN UPPER ARM WITHOUT INCISION,$900.46,,,,,,,
4010200657,EMERGENCY ROOM - TREATMENT OF COLLARBONE AND CHEST BONE DISLOCATION WITHOUT INCISION,"$2,482.50",,,,,,,
4010200655,EMERGENCY ROOM - TREATMENT OF COLLARBONE AND CHEST BONE DISLOCATION WITHOUT INCISION,"$2,482.50",,,,,,,
4010200659,EMERGENCY ROOM - TREATMENT OF COLLARBONE AND CHEST BONE DISLOCATION WITHOUT INCISION,"$2,632.12",,,,,,,
4010200669,EMERGENCY ROOM - TREATMENT OF COLLARBONE AND SHOULDER JOINT DISLOCATION WITHOUT INCISION,$900.46,,,,,,,
4010200667,EMERGENCY ROOM - TREATMENT OF COLLARBONE AND SHOULDER JOINT DISLOCATION WITHOUT INCISION,$712.04,,,,,,,
4010200665,EMERGENCY ROOM - TREATMENT OF COLLARBONE AND SHOULDER JOINT DISLOCATION WITHOUT INCISION,$712.04,,,,,,,
4010200791,EMERGENCY ROOM - Treatment Of Dislocated Elbow Of Child,$712.04,,,,,,,
4010200792,EMERGENCY ROOM - TREATMENT OF DISLOCATED ELBOW OF CHILD,$712.04,,,,,,,
4010200794,EMERGENCY ROOM - TREATMENT OF DISLOCATED ELBOW OF CHILD,$900.46,,,,,,,
4010200790,EMERGENCY ROOM - TREATMENT OF DISLOCATED ELBOW OF CHILD,$712.04,,,,,,,
4010200775,EMERGENCY ROOM - TREATMENT OF DISLOCATED ELBOW WITHOUT INCISION,$712.04,,,,,,,
4010200779,EMERGENCY ROOM - TREATMENT OF DISLOCATED ELBOW WITHOUT INCISION,$900.46,,,,,,,
4010200777,EMERGENCY ROOM - TREATMENT OF DISLOCATED ELBOW WITHOUT INCISION,$712.04,,,,,,,
4010200776,EMERGENCY ROOM - Treatment Of Dislocated Elbow Without Incision,$712.04,,,,,,,
4010200784,EMERGENCY ROOM - TREATMENT OF DISLOCATED ELBOW WITHOUT INCISION USING ANESTHESIA,"$7,619.30",,,,,,,
4010200780,EMERGENCY ROOM - TREATMENT OF DISLOCATED ELBOW WITHOUT INCISION USING ANESTHESIA,"$7,013.91",,,,,,,
4010200782,EMERGENCY ROOM - TREATMENT OF DISLOCATED ELBOW WITHOUT INCISION USING ANESTHESIA,"$7,013.91",,,,,,,
4010200630,EMERGENCY ROOM - TREATMENT OF DISLOCATED JAW WITHOUT INCISION,$508.39,,,,,,,
4010201125,EMERGENCY ROOM - TREATMENT OF HIP DISLOCATION,"$1,074.50",,,,,,,
4010201127,EMERGENCY ROOM - TREATMENT OF HIP DISLOCATION,"$1,074.50",,,,,,,
4010201128,EMERGENCY ROOM - Treatment Of Hip Dislocation,"$1,074.50",,,,,,,
4010201129,EMERGENCY ROOM - TREATMENT OF HIP DISLOCATION,"$1,432.67",,,,,,,
4010201135,EMERGENCY ROOM - TREATMENT OF SPONTANEOUS HIP DISLOCATION,"$1,074.50",,,,,,,
4010201137,EMERGENCY ROOM - TREATMENT OF SPONTANEOUS HIP DISLOCATION,"$1,074.50",,,,,,,
4010201139,EMERGENCY ROOM - TREATMENT OF SPONTANEOUS HIP DISLOCATION,"$1,432.67",,,,,,,
4010201144,EMERGENCY ROOM - TREATMENT OF SPONTANEOUS HIP DISLOCATION UNDER ANESTHESIA,"$8,999.60",,,,,,,
4010201142,EMERGENCY ROOM - TREATMENT OF SPONTANEOUS HIP DISLOCATION UNDER ANESTHESIA,"$6,749.70",,,,,,,
4010201140,EMERGENCY ROOM - TREATMENT OF SPONTANEOUS HIP DISLOCATION UNDER ANESTHESIA,"$6,749.70",,,,,,,
4010200739,EMERGENCY ROOM - TREATMENT OF UPPER ARM FRACTURE WITHOUT INCISION,$900.46,,,,,,,
4010200735,EMERGENCY ROOM - TREATMENT OF UPPER ARM FRACTURE WITHOUT INCISION,$712.04,,,,,,,
4010200737,EMERGENCY ROOM - TREATMENT OF UPPER ARM FRACTURE WITHOUT INCISION,$712.04,,,,,,,
4010200135,EMERGENCY ROOM - TRIMMING OF FINGERNAILS OR TOENAILS,$192.55,,,,,,,
4010201878,EMERGENCY ROOM - TYING OF MAJOR ARTERY OF ARM OR LEG,$1.37,,,,,,,
4010201875,EMERGENCY ROOM - TYING OR BIOPSY OF TEMPORAL ARTERY,"$8,152.65",,,,,,,
4010202045,EMERGENCY ROOM - ULTRASOUND MEASUREMENT OF BLADDER CAPACITY AFTER VOIDING,$303.38,,,,,,,
4010202178,"EMERGENCY ROOM - ULTRASOUND OF ABDOMEN, LIMITED STUDY","$1,223.24",,,,,,,
4010202085,EMERGENCY ROOM - VAGINAL DELIVERY,"$9,321.87",,,,,,,
4010201695,EMERGENCY ROOM - WEDGING OF CAST,"$1,186.40",,,,,,,
4010201698,EMERGENCY ROOM - WEDGING OF CAST,"$1,581.87",,,,,,,
4010201697,EMERGENCY ROOM - WEDGING OF CAST,"$1,186.40",,,,,,,
4010200255,EMERGENCY ROOM - WOUND REPAIR SEPARATION BY SIMPLE CLOSURE,"$2,090.45",,,,,,,
4010200260,EMERGENCY ROOM - WOUND REPAIR SEPARATION WITH INSERTION OF PACKING,"$1,425.49",,,,,,,
4760200100,GI SERVICES,$484.85,,,,,,,
4760200095,GI SERVICES,"$3,463.31",,,,,,,
4760200055,GI SERVICES - CAPSULE ENDOSCOPY WITH IMAGING FROM ESOPHAGUS TO ILEUM,"$6,599.69",,,,,,,
4760200060,GI SERVICES - CAPSULE ENDOSCOPY WITH IMAGING OF ESOPHAGUS,"$2,348.03",,,,,,,
4760200045,GI SERVICES - ESOPHAGEAL BALLOON STUDY FOR DIAGNOSIS OF NON-CARDIAC CHEST PAIN,$460.06,,,,,,,
4760200035,GI SERVICES - ESOPHAGEAL FUNCTION AND GASTROESOPHAGEAL REFLUX TEST VIA NASAL ELECTRODE PLACEMENT,$460.06,,,,,,,
4760200040,"GI SERVICES - ESOPHAGEAL FUNCTION AND GASTROESOPHAGEAL REFLUX TEST VIA NASAL ELECTRODE PLACEMENT, PROLONGED","$1,083.70",,,,,,,
4760200030,GI SERVICES - GASTROESOPHAGEAL REFLUX TEST VIA MUCOSAL ELECTRODE PLACEMENT,"$1,551.56",,,,,,,
4760200025,GI SERVICES - GASTROESOPHAGEAL REFLUX TEST VIA NASAL ELECTRODE PLACEMENT,"$1,083.70",,,,,,,
4760200050,GI SERVICES - HYDROGEN BREATH TEST FOR GASTROINTESTINAL SYMPTOMS,$460.06,,,,,,,
4760200090,GI SERVICES - PROCEDURE FOR GASTROINTESTINAL DIAGNOSIS,$460.06,,,,,,,
4760200080,GI SERVICES - RECORDING OF ELECTRICAL ACTIVITY OF STOMACH,$460.06,,,,,,,
4760200085,GI SERVICES - RECORDING OF ELECTRICAL ACTIVITY OF STOMACH WITH ADMINISTRATION OF DRUG,$460.06,,,,,,,
4760200075,GI SERVICES - STUDY OF ANORECTAL PRESSURE GENERATED BY MUSCLES SURROUNDING ANUS,"$1,052.84",,,,,,,
4760200065,"GI SERVICES - STUDY OF LARGE INTESTINE MOVEMENT FUNCTION, 6 HOURS MINIMUM RECORDING TIME",$848.55,,,,,,,
4760200010,GI SERVICES - STUDY OF SPONTANEOUS STOMACH MOVEMENT FUNCTION,"$1,083.70",,,,,,,
4760200015,GI SERVICES - STUDY OF UPPER SMALL INTESTINAL MOVEMENT FUNCTION,"$1,083.70",,,,,,,
4760200001,GI SERVICES - SWALLOWING STUDY,"$4,035.46",,,,,,,
4760200005,GI SERVICES - SWALLOWING STUDY WITH STIMULATION OR PERFUSION,"$1,083.70",,,,,,,
4760200020,GI SERVICES - TEST FOR ESOPHAGEAL REFLUX DISEASE,"$1,083.70",,,,,,,
4760200070,GI SERVICES - TESTING OF TONE AND SENSATION OF RECTUM AND ANUS,$293.08,,,,,,,
4760200155,GI SERVICES - WIRELESS CAPSULE MEASUREMENT OF MOVEMENT AND PRESSURE FROM STOMACH THROUGH COLON,"$3,848.84",,,,,,,
4590200455,HEART MONITORING - ANALYSIS AND REPORT OF HEART RHYTHM RECORDING FOR UP TO 48 HOURS,"$1,555.71",,,,,,,
4591200025,HEART MONITORING - HEART RHYTHM RECORDING FOR UP TO 48 HOURS,"$1,214.12",,,,,,,
4010202330,"HEART MONITORING - ROUTINE EKG USING AT LEAST 12 LEADS, TRACING ONLY",$538.87,,,,,,,
4591200005,"HEART MONITORING - ROUTINE EKG USING AT LEAST 12 LEADS, TRACING ONLY",$538.87,,,,,,,
4591200020,"HEART MONITORING - TRACING OF ELECTRICAL HEART ACTIVITY USING 1 TO 3 LEADS, TRACING ONLY",$92.79,,,,,,,
4400200295,"INFUSION THERAPY - HYDRATION INFUSION INTO A VEIN, 31 MINUTES TO 1 HOUR",$660.78,,,,,,,
4400200300,"INFUSION THERAPY - HYDRATION INFUSION INTO A VEIN, ADDITIONAL HOUR",$178.69,,,,,,,
4400200290,"INFUSION THERAPY - INFUSION INTO A VEIN FOR THERAPY, PREVENTION, OR DIAGNOSIS, ADDITIONAL HOUR",$206.40,,,,,,,
4400200285,"INFUSION THERAPY - INFUSION INTO A VEIN FOR THERAPY, PREVENTION, OR DIAGNOSIS, UP TO 1 HOUR",$685.72,,,,,,,
4400200310,"INFUSION THERAPY - INJECTION THERAPY FOR DIAGNOSIS OR PREVENTION, ADDITIONAL SEQUENTIAL INJECTION OF NEW SUBSTANCE INTO VEIN",$338.00,,,,,,,
4400200315,"INFUSION THERAPY - INJECTION THERAPY FOR DIAGNOSIS OR PREVENTION, ADDITIONAL SEQUENTIAL INJECTION OF SAME SUBSTANCE INTO VEIN",$293.67,,,,,,,
4400200305,"INFUSION THERAPY - INJECTION THERAPY FOR DIAGNOSIS OR PREVENTION, INTO VEIN",$313.08,,,,,,,
4400200320,"INFUSION THERAPY - INJECTION THERAPY FOR DIAGNOSIS OR PREVENTION, UNDER THE SKIN OR INTO MUSCLE",$189.77,,,,,,,
4509803401,LAB,$35.90,,,,,,,
4541602200,LAB,$80.25,,,,,,,
4509800380,LAB,$46.01,,,,,,,
4509803405,LAB,$111.10,,,,,,,
4509803402,LAB,$17.40,,,,,,,
4509803403,LAB,$44.00,,,,,,,
4509802905,LAB,$33.00,,,,,,,
4509205210,LAB,$447.47,,,,,,,
4509803406,LAB,$620.00,,,,,,,
4509803424,LAB,$150.00,,,,,,,
4509803410,LAB,$50.00,,,,,,,
4541602100,LAB,$107.00,,,,,,,
4509202185,LAB - 17-HYDROXYPREGNENOLONE HORMONE LEVEL,$84.23,,,,,,,
4509202100,LAB - 6PGD METABOLIC ENZYME LEVEL IN BLOOD (6-PHOSPHOGLUCONATE DEHYDROGENASE),$23.68,,,,,,,
4509200435,LAB - ACETYLCHOLINESTEREASE ENZYME LEVEL,$42.11,,,,,,,
4509202910,LAB - ACTIVATED PROTEIN C RESISTANCE EVALUATION,$19.26,,,,,,,
4509800720,LAB - ACTIVATED PROTEIN C RESISTANCE EVALUATION,$22.70,,,,,,,
4509803527,LAB - Activated Protein C Resistance Evaluation,$45.00,,,,,,,
4509200040,LAB - ACUTE HEPATITIS PANEL,$42.58,,,,,,,
4509800405,LAB - ACUTE HEPATITIS PANEL,$51.90,,,,,,,
4500200045,LAB - ACUTE HEPATITIS PANEL,$88.37,,,,,,,
4509200445,LAB - ACYLCARNITINES ANALYSIS FOR LEVELS,$63.17,,,,,,,
4509200440,LAB - ACYLCARNITINES IDENTIFICATION (QUALITATIVE),$52.64,,,,,,,
4509200455,LAB - ADENOSINE 5-MONOPHOSPHATE CYCLIC LEVEL,$34.24,,,,,,,
4509200795,LAB - ADRENAL GLAND HORMONE LEVELS (CATECHOLAMINES FRACTIONATED),$29.96,,,,,,,
4509800585,LAB - ADRENAL GLAND HORMONE LEVELS (CATECHOLAMINES FRACTIONATED),$33.30,,,,,,,
4509803552,LAB - Adrenal Gland Hormone Levels (Catecholamines Fractionated),$19.75,,,,,,,
4509200790,LAB - ADRENAL GLAND HORMONE LEVELS (CATECHOLAMINES IN BLOOD),$39.59,,,,,,,
4509200785,"LAB - ADRENAL GLAND HORMONE LEVELS (CATECHOLAMINES IN URINE, TOTAL)",$49.22,,,,,,,
4509200265,LAB - ADRENAL GLAND STIMULATION PANEL (CORTISOL X 6 AND ACTH X 6),"$1,221.34",,,,,,,
4509803515,LAB - Adrenal Hormone Level (Aldosterone),$21.00,,,,,,,
4509200500,LAB - ADRENAL HORMONE LEVEL (ALDOSTERONE),$19.90,,,,,,,
4509800875,LAB - ADRENAL HORMONE LEVEL (ALDOSTERONE),$24.00,,,,,,,
4509803514,LAB - Adrenal Hormone Level (Aldosterone),$9.00,,,,,,,
4509800845,LAB - ADRENAL HORMONE LEVEL (ALDOSTERONE),$24.30,,,,,,,
4509200915,LAB - ADRENAL HORMONE LEVEL (CORTICOSTERONE),$84.23,,,,,,,
4509803570,LAB - Adrenal Hormone Level (Cortisol Free),$45.00,,,,,,,
4509801605,LAB - ADRENAL HORMONE LEVEL (CORTISOL FREE),$67.50,,,,,,,
4509803570,LAB - Adrenal Hormone Level (Cortisol Free),$45.00,,,,,,,
4509200925,LAB - ADRENAL HORMONE LEVEL (CORTISOL TOTAL),$8.56,,,,,,,
4509803571,LAB - Adrenal Hormone Level (Cortisol Total),$4.75,,,,,,,
4509803508,LAB - Adrenal Hormone Level (Cortisol Total),$9.00,,,,,,,
4509801295,LAB - ADRENAL HORMONE LEVEL (CORTISOL TOTAL),$9.00,,,,,,,
4509200460,LAB - ALBUMIN PROTEIN LEVEL IN BLOOD,$141.24,,,,,,,
4503200045,LAB - ALBUMIN PROTEIN LEVEL IN BLOOD,$123.28,,,,,,,
4509801985,LAB - ALBUMIN PROTEIN LEVEL IN SPINAL OR AMNIOTIC FLUID,$8.70,,,,,,,
4509200465,LAB - ALBUMIN PROTEIN LEVEL IN SPINAL OR AMNIOTIC FLUID,$3.74,,,,,,,
4503200050,LAB - ALBUMIN PROTEIN LEVEL IN SPINAL OR AMNIOTIC FLUID,$110.82,,,,,,,
