Code,Description,Charge Amount,Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9
46604476.0,DIAGNOSTIC IMAGING - MR Scan Of Blood Vessels Within Spinal Canal,"$3,730.00",,,,,,,,,,
46604476.0,DIAGNOSTIC IMAGING - MR Scan Of Blood Vessels Within Spinal Canal,"$2,904.00",,,,,,,,,,
46604443.0,"DIAGNOSTIC IMAGING - MRA SCAN OF BLOOD VESSELS IN HEAD, WITH AND WITHOUT CONTRAST","$4,312.00",,,,,,,,,,
46604443.0,"DIAGNOSTIC IMAGING - MRA SCAN OF BLOOD VESSELS IN HEAD, WITH AND WITHOUT CONTRAST","$4,312.00",,,,,,,,,,
46604443.0,"DIAGNOSTIC IMAGING - MRA SCAN OF BLOOD VESSELS IN HEAD, WITH AND WITHOUT CONTRAST","$5,162.00",,,,,,,,,,
46604443.0,"DIAGNOSTIC IMAGING - MRA SCAN OF BLOOD VESSELS IN HEAD, WITH AND WITHOUT CONTRAST","$5,162.00",,,,,,,,,,
46604443.0,"DIAGNOSTIC IMAGING - MRA SCAN OF BLOOD VESSELS IN HEAD, WITH AND WITHOUT CONTRAST","$4,312.00",,,,,,,,,,
46604443.0,"DIAGNOSTIC IMAGING - MRA SCAN OF BLOOD VESSELS IN HEAD, WITH AND WITHOUT CONTRAST","$4,554.00",,,,,,,,,,
46604435.0,"DIAGNOSTIC IMAGING - MRA SCAN OF BLOOD VESSELS IN HEAD, WITH CONTRAST","$4,240.00",,,,,,,,,,
46604435.0,"DIAGNOSTIC IMAGING - MRA SCAN OF BLOOD VESSELS IN HEAD, WITH CONTRAST","$3,542.00",,,,,,,,,,
46604435.0,"DIAGNOSTIC IMAGING - MRA SCAN OF BLOOD VESSELS IN HEAD, WITH CONTRAST","$4,240.00",,,,,,,,,,
46604435.0,"DIAGNOSTIC IMAGING - MRA SCAN OF BLOOD VESSELS IN HEAD, WITH CONTRAST","$3,542.00",,,,,,,,,,
46604435.0,"DIAGNOSTIC IMAGING - MRA SCAN OF BLOOD VESSELS IN HEAD, WITH CONTRAST","$3,740.00",,,,,,,,,,
46604435.0,"DIAGNOSTIC IMAGING - MRA SCAN OF BLOOD VESSELS IN HEAD, WITH CONTRAST","$3,542.00",,,,,,,,,,
46600474.0,"DIAGNOSTIC IMAGING - MRA SCAN OF BLOOD VESSELS IN HEAD, WITHOUT CONTRAST","$4,950.00",,,,,,,,,,
46600474.0,"DIAGNOSTIC IMAGING - MRA SCAN OF BLOOD VESSELS IN HEAD, WITHOUT CONTRAST","$5,227.00",,,,,,,,,,
46600474.0,"DIAGNOSTIC IMAGING - MRA SCAN OF BLOOD VESSELS IN HEAD, WITHOUT CONTRAST","$4,950.00",,,,,,,,,,
46600474.0,"DIAGNOSTIC IMAGING - MRA SCAN OF BLOOD VESSELS IN HEAD, WITHOUT CONTRAST","$4,950.00",,,,,,,,,,
46600474.0,"DIAGNOSTIC IMAGING - MRA SCAN OF BLOOD VESSELS IN HEAD, WITHOUT CONTRAST","$5,926.00",,,,,,,,,,
46600474.0,"DIAGNOSTIC IMAGING - MRA SCAN OF BLOOD VESSELS IN HEAD, WITHOUT CONTRAST","$5,926.00",,,,,,,,,,
46604468.0,"DIAGNOSTIC IMAGING - MRA SCAN OF BLOOD VESSELS IN NECK, WITH AND WITHOUT CONTRAST","$4,066.00",,,,,,,,,,
46604468.0,"DIAGNOSTIC IMAGING - MRA SCAN OF BLOOD VESSELS IN NECK, WITH AND WITHOUT CONTRAST","$4,066.00",,,,,,,,,,
46604468.0,"DIAGNOSTIC IMAGING - MRA SCAN OF BLOOD VESSELS IN NECK, WITH AND WITHOUT CONTRAST","$4,294.00",,,,,,,,,,
46604468.0,"DIAGNOSTIC IMAGING - MRA SCAN OF BLOOD VESSELS IN NECK, WITH AND WITHOUT CONTRAST","$4,868.00",,,,,,,,,,
46604468.0,"DIAGNOSTIC IMAGING - MRA SCAN OF BLOOD VESSELS IN NECK, WITH AND WITHOUT CONTRAST","$4,066.00",,,,,,,,,,
46604468.0,"DIAGNOSTIC IMAGING - MRA SCAN OF BLOOD VESSELS IN NECK, WITH AND WITHOUT CONTRAST","$4,868.00",,,,,,,,,,
46301925.0,"DIAGNOSTIC IMAGING - MRA SCAN OF BLOOD VESSELS IN NECK, WITH CONTRAST","$3,340.00",,,,,,,,,,
46301925.0,"DIAGNOSTIC IMAGING - MRA SCAN OF BLOOD VESSELS IN NECK, WITH CONTRAST","$3,998.00",,,,,,,,,,
46604450.0,"DIAGNOSTIC IMAGING - MRA SCAN OF BLOOD VESSELS IN NECK, WITH CONTRAST","$3,998.00",,,,,,,,,,
46301925.0,"DIAGNOSTIC IMAGING - MRA SCAN OF BLOOD VESSELS IN NECK, WITH CONTRAST","$3,998.00",,,,,,,,,,
46301925.0,"DIAGNOSTIC IMAGING - MRA SCAN OF BLOOD VESSELS IN NECK, WITH CONTRAST","$3,340.00",,,,,,,,,,
46301925.0,"DIAGNOSTIC IMAGING - MRA SCAN OF BLOOD VESSELS IN NECK, WITH CONTRAST","$3,340.00",,,,,,,,,,
46604450.0,"DIAGNOSTIC IMAGING - MRA SCAN OF BLOOD VESSELS IN NECK, WITH CONTRAST","$3,527.00",,,,,,,,,,
46604450.0,"DIAGNOSTIC IMAGING - MRA SCAN OF BLOOD VESSELS IN NECK, WITH CONTRAST","$3,340.00",,,,,,,,,,
46301925.0,"DIAGNOSTIC IMAGING - MRA SCAN OF BLOOD VESSELS IN NECK, WITH CONTRAST","$3,340.00",,,,,,,,,,
46604450.0,"DIAGNOSTIC IMAGING - MRA SCAN OF BLOOD VESSELS IN NECK, WITH CONTRAST","$3,340.00",,,,,,,,,,
46604450.0,"DIAGNOSTIC IMAGING - MRA SCAN OF BLOOD VESSELS IN NECK, WITH CONTRAST","$3,998.00",,,,,,,,,,
46301925.0,"DIAGNOSTIC IMAGING - MRA SCAN OF BLOOD VESSELS IN NECK, WITH CONTRAST","$3,340.00",,,,,,,,,,
46600573.0,"DIAGNOSTIC IMAGING - MRA SCAN OF BLOOD VESSELS IN NECK, WITHOUT CONTRAST","$4,950.00",,,,,,,,,,
46600573.0,"DIAGNOSTIC IMAGING - MRA SCAN OF BLOOD VESSELS IN NECK, WITHOUT CONTRAST","$4,950.00",,,,,,,,,,
46600573.0,"DIAGNOSTIC IMAGING - MRA SCAN OF BLOOD VESSELS IN NECK, WITHOUT CONTRAST","$5,926.00",,,,,,,,,,
46600573.0,"DIAGNOSTIC IMAGING - MRA SCAN OF BLOOD VESSELS IN NECK, WITHOUT CONTRAST","$4,950.00",,,,,,,,,,
46600573.0,"DIAGNOSTIC IMAGING - MRA SCAN OF BLOOD VESSELS IN NECK, WITHOUT CONTRAST","$5,227.00",,,,,,,,,,
46600573.0,"DIAGNOSTIC IMAGING - MRA SCAN OF BLOOD VESSELS IN NECK, WITHOUT CONTRAST","$5,926.00",,,,,,,,,,
46600920.0,DIAGNOSTIC IMAGING - MRI GUIDANCE FOR NEEDLE INSERTION,"$2,962.00",,,,,,,,,,
46600920.0,DIAGNOSTIC IMAGING - MRI GUIDANCE FOR NEEDLE INSERTION,"$2,962.00",,,,,,,,,,
46600920.0,DIAGNOSTIC IMAGING - MRI GUIDANCE FOR NEEDLE INSERTION,"$2,116.00",,,,,,,,,,
46600920.0,DIAGNOSTIC IMAGING - MRI GUIDANCE FOR NEEDLE INSERTION,"$2,718.00",,,,,,,,,,
46600920.0,DIAGNOSTIC IMAGING - MRI GUIDANCE FOR NEEDLE INSERTION,"$2,962.00",,,,,,,,,,
46600920.0,DIAGNOSTIC IMAGING - MRI GUIDANCE FOR NEEDLE INSERTION,"$2,718.00",,,,,,,,,,
46604674.0,DIAGNOSTIC IMAGING - MRI GUIDANCE FOR TISSUE DESTRUCTION,$524.00,,,,,,,,,,
46604674.0,DIAGNOSTIC IMAGING - MRI GUIDANCE FOR TISSUE DESTRUCTION,$524.00,,,,,,,,,,
46604674.0,DIAGNOSTIC IMAGING - MRI GUIDANCE FOR TISSUE DESTRUCTION,$524.00,,,,,,,,,,
46604674.0,DIAGNOSTIC IMAGING - MRI GUIDANCE FOR TISSUE DESTRUCTION,$524.00,,,,,,,,,,
46604674.0,DIAGNOSTIC IMAGING - MRI GUIDANCE FOR TISSUE DESTRUCTION,$524.00,,,,,,,,,,
46604674.0,DIAGNOSTIC IMAGING - MRI GUIDANCE FOR TISSUE DESTRUCTION,$524.00,,,,,,,,,,
46600268.0,DIAGNOSTIC IMAGING - MRI Scan Of Abdomen With And Without Contrast,"$8,301.00",,,,,,,,,,
46600268.0,DIAGNOSTIC IMAGING - MRI Scan Of Abdomen With And Without Contrast,"$8,301.00",,,,,,,,,,
46600268.0,DIAGNOSTIC IMAGING - MRI Scan Of Abdomen With And Without Contrast,"$7,615.00",,,,,,,,,,
46600268.0,DIAGNOSTIC IMAGING - MRI Scan Of Abdomen With And Without Contrast,"$5,929.00",,,,,,,,,,
46600268.0,DIAGNOSTIC IMAGING - MRI Scan Of Abdomen With And Without Contrast,"$8,301.00",,,,,,,,,,
46600268.0,DIAGNOSTIC IMAGING - MRI Scan Of Abdomen With And Without Contrast,"$7,615.00",,,,,,,,,,
46600250.0,DIAGNOSTIC IMAGING - MRI Scan Of Abdomen With Contrast,"$6,868.00",,,,,,,,,,
46600250.0,DIAGNOSTIC IMAGING - MRI Scan Of Abdomen With Contrast,"$6,301.00",,,,,,,,,,
46600250.0,DIAGNOSTIC IMAGING - MRI Scan Of Abdomen With Contrast,"$6,868.00",,,,,,,,,,
46600250.0,DIAGNOSTIC IMAGING - MRI Scan Of Abdomen With Contrast,"$6,301.00",,,,,,,,,,
46600250.0,DIAGNOSTIC IMAGING - MRI Scan Of Abdomen With Contrast,"$6,868.00",,,,,,,,,,
46600250.0,DIAGNOSTIC IMAGING - MRI Scan Of Abdomen With Contrast,"$4,906.00",,,,,,,,,,
46600003.0,DIAGNOSTIC IMAGING - MRI Scan Of Abdomen Without Contrast,"$4,775.00",,,,,,,,,,
46604666.0,DIAGNOSTIC IMAGING - MRI Scan Of Abdomen Without Contrast,"$4,775.00",,,,,,,,,,
46604666.0,DIAGNOSTIC IMAGING - MRI Scan Of Abdomen Without Contrast,"$3,718.00",,,,,,,,,,
46604666.0,DIAGNOSTIC IMAGING - MRI Scan Of Abdomen Without Contrast,"$5,205.00",,,,,,,,,,
46600003.0,DIAGNOSTIC IMAGING - MRI Scan Of Abdomen Without Contrast,"$4,775.00",,,,,,,,,,
46604666.0,DIAGNOSTIC IMAGING - MRI Scan Of Abdomen Without Contrast,"$4,775.00",,,,,,,,,,
46600003.0,DIAGNOSTIC IMAGING - MRI Scan Of Abdomen Without Contrast,"$6,262.00",,,,,,,,,,
46600003.0,DIAGNOSTIC IMAGING - MRI Scan Of Abdomen Without Contrast,"$6,262.00",,,,,,,,,,
46604666.0,DIAGNOSTIC IMAGING - MRI Scan Of Abdomen Without Contrast,"$5,205.00",,,,,,,,,,
46600003.0,DIAGNOSTIC IMAGING - MRI Scan Of Abdomen Without Contrast,"$6,262.00",,,,,,,,,,
46600003.0,DIAGNOSTIC IMAGING - MRI Scan Of Abdomen Without Contrast,"$4,473.00",,,,,,,,,,
46604666.0,DIAGNOSTIC IMAGING - MRI Scan Of Abdomen Without Contrast,"$5,205.00",,,,,,,,,,
46600219.0,DIAGNOSTIC IMAGING - MRI Scan Of Arm Joint With And Without Contrast,"$7,357.00",,,,,,,,,,
46600219.0,DIAGNOSTIC IMAGING - MRI Scan Of Arm Joint With And Without Contrast,"$7,357.00",,,,,,,,,,
46600219.0,DIAGNOSTIC IMAGING - MRI Scan Of Arm Joint With And Without Contrast,"$8,019.00",,,,,,,,,,
46600219.0,DIAGNOSTIC IMAGING - MRI Scan Of Arm Joint With And Without Contrast,"$5,728.00",,,,,,,,,,
46600219.0,DIAGNOSTIC IMAGING - MRI Scan Of Arm Joint With And Without Contrast,"$7,357.00",,,,,,,,,,
46600219.0,DIAGNOSTIC IMAGING - MRI Scan Of Arm Joint With And Without Contrast,"$8,019.00",,,,,,,,,,
46600359.0,DIAGNOSTIC IMAGING - MRI Scan Of Arm Joint With Contrast,"$6,531.00",,,,,,,,,,
46600359.0,DIAGNOSTIC IMAGING - MRI Scan Of Arm Joint With Contrast,"$7,119.00",,,,,,,,,,
46600359.0,DIAGNOSTIC IMAGING - MRI Scan Of Arm Joint With Contrast,"$6,531.00",,,,,,,,,,
46600359.0,DIAGNOSTIC IMAGING - MRI Scan Of Arm Joint With Contrast,"$5,085.00",,,,,,,,,,
46600359.0,DIAGNOSTIC IMAGING - MRI Scan Of Arm Joint With Contrast,"$7,119.00",,,,,,,,,,
46600359.0,DIAGNOSTIC IMAGING - MRI Scan Of Arm Joint With Contrast,"$7,119.00",,,,,,,,,,
46600227.0,DIAGNOSTIC IMAGING - MRI Scan Of Arm Joint Without Contrast,"$4,730.00",,,,,,,,,,
46600227.0,DIAGNOSTIC IMAGING - MRI Scan Of Arm Joint Without Contrast,"$4,775.00",,,,,,,,,,
46600227.0,DIAGNOSTIC IMAGING - MRI Scan Of Arm Joint Without Contrast,"$6,622.00",,,,,,,,,,
46600227.0,DIAGNOSTIC IMAGING - MRI Scan Of Arm Joint Without Contrast,"$4,775.00",,,,,,,,,,
46600227.0,DIAGNOSTIC IMAGING - MRI Scan Of Arm Joint Without Contrast,"$6,622.00",,,,,,,,,,
46600227.0,DIAGNOSTIC IMAGING - MRI Scan Of Arm Joint Without Contrast,"$6,622.00",,,,,,,,,,
46600904.0,DIAGNOSTIC IMAGING - MRI Scan Of Arm With And Without Contrast,"$4,945.00",,,,,,,,,,
46600904.0,DIAGNOSTIC IMAGING - MRI Scan Of Arm With And Without Contrast,"$5,390.00",,,,,,,,,,
46600904.0,DIAGNOSTIC IMAGING - MRI Scan Of Arm With And Without Contrast,"$5,390.00",,,,,,,,,,
46600904.0,DIAGNOSTIC IMAGING - MRI Scan Of Arm With And Without Contrast,"$5,390.00",,,,,,,,,,
46600904.0,DIAGNOSTIC IMAGING - MRI Scan Of Arm With And Without Contrast,"$3,850.00",,,,,,,,,,
46600904.0,DIAGNOSTIC IMAGING - MRI Scan Of Arm With And Without Contrast,"$4,945.00",,,,,,,,,,
46600896.0,DIAGNOSTIC IMAGING - MRI Scan Of Arm With Contrast,"$4,428.00",,,,,,,,,,
46600896.0,DIAGNOSTIC IMAGING - MRI Scan Of Arm With Contrast,"$4,062.00",,,,,,,,,,
46600896.0,DIAGNOSTIC IMAGING - MRI Scan Of Arm With Contrast,"$3,163.00",,,,,,,,,,
46600896.0,DIAGNOSTIC IMAGING - MRI Scan Of Arm With Contrast,"$4,062.00",,,,,,,,,,
46600896.0,DIAGNOSTIC IMAGING - MRI Scan Of Arm With Contrast,"$4,428.00",,,,,,,,,,
46600896.0,DIAGNOSTIC IMAGING - MRI Scan Of Arm With Contrast,"$4,428.00",,,,,,,,,,
46600334.0,DIAGNOSTIC IMAGING - MRI Scan Of Arm Without Contrast,"$4,473.00",,,,,,,,,,
46600334.0,DIAGNOSTIC IMAGING - MRI Scan Of Arm Without Contrast,"$6,262.00",,,,,,,,,,
46600334.0,DIAGNOSTIC IMAGING - MRI Scan Of Arm Without Contrast,"$5,745.00",,,,,,,,,,
46600334.0,DIAGNOSTIC IMAGING - MRI Scan Of Arm Without Contrast,"$5,745.00",,,,,,,,,,
46600334.0,DIAGNOSTIC IMAGING - MRI Scan Of Arm Without Contrast,"$6,262.00",,,,,,,,,,
46600334.0,DIAGNOSTIC IMAGING - MRI Scan Of Arm Without Contrast,"$6,262.00",,,,,,,,,,
46604567.0,DIAGNOSTIC IMAGING - MRI SCAN OF BOTH BREASTS WITHOUT CONTRAST,"$2,402.00",,,,,,,,,,
46604567.0,DIAGNOSTIC IMAGING - MRI SCAN OF BOTH BREASTS WITHOUT CONTRAST,"$2,402.00",,,,,,,,,,
46604567.0,DIAGNOSTIC IMAGING - MRI SCAN OF BOTH BREASTS WITHOUT CONTRAST,"$2,402.00",,,,,,,,,,
46604567.0,DIAGNOSTIC IMAGING - MRI SCAN OF BOTH BREASTS WITHOUT CONTRAST,"$2,402.00",,,,,,,,,,
46604567.0,DIAGNOSTIC IMAGING - MRI SCAN OF BOTH BREASTS WITHOUT CONTRAST,"$2,402.00",,,,,,,,,,
46604567.0,DIAGNOSTIC IMAGING - MRI SCAN OF BOTH BREASTS WITHOUT CONTRAST,"$2,402.00",,,,,,,,,,
46600037.0,"DIAGNOSTIC IMAGING - MRI SCAN OF BRAIN, WITH AND WITHOUT CONTRAST","$5,929.00",,,,,,,,,,
46600037.0,"DIAGNOSTIC IMAGING - MRI SCAN OF BRAIN, WITH AND WITHOUT CONTRAST","$5,929.00",,,,,,,,,,
46600037.0,"DIAGNOSTIC IMAGING - MRI SCAN OF BRAIN, WITH AND WITHOUT CONTRAST","$7,928.00",,,,,,,,,,
46600037.0,"DIAGNOSTIC IMAGING - MRI SCAN OF BRAIN, WITH AND WITHOUT CONTRAST","$7,928.00",,,,,,,,,,
46600037.0,"DIAGNOSTIC IMAGING - MRI SCAN OF BRAIN, WITH AND WITHOUT CONTRAST","$6,261.00",,,,,,,,,,
46600037.0,"DIAGNOSTIC IMAGING - MRI SCAN OF BRAIN, WITH AND WITHOUT CONTRAST","$5,929.00",,,,,,,,,,
46600011.0,"DIAGNOSTIC IMAGING - MRI SCAN OF BRAIN, WITH CONTRAST","$6,079.00",,,,,,,,,,
46600011.0,"DIAGNOSTIC IMAGING - MRI SCAN OF BRAIN, WITH CONTRAST","$5,362.00",,,,,,,,,,
46600011.0,"DIAGNOSTIC IMAGING - MRI SCAN OF BRAIN, WITH CONTRAST","$5,078.00",,,,,,,,,,
46600011.0,"DIAGNOSTIC IMAGING - MRI SCAN OF BRAIN, WITH CONTRAST","$5,078.00",,,,,,,,,,
46600011.0,"DIAGNOSTIC IMAGING - MRI SCAN OF BRAIN, WITH CONTRAST","$5,362.00",,,,,,,,,,
46600011.0,"DIAGNOSTIC IMAGING - MRI SCAN OF BRAIN, WITH CONTRAST","$6,079.00",,,,,,,,,,
46600029.0,"DIAGNOSTIC IMAGING - MRI SCAN OF BRAIN, WITHOUT CONTRAST","$5,794.00",,,,,,,,,,
46600029.0,"DIAGNOSTIC IMAGING - MRI SCAN OF BRAIN, WITHOUT CONTRAST","$4,629.00",,,,,,,,,,
46600029.0,"DIAGNOSTIC IMAGING - MRI SCAN OF BRAIN, WITHOUT CONTRAST","$5,794.00",,,,,,,,,,
46600029.0,"DIAGNOSTIC IMAGING - MRI SCAN OF BRAIN, WITHOUT CONTRAST","$4,629.00",,,,,,,,,,
46600029.0,"DIAGNOSTIC IMAGING - MRI SCAN OF BRAIN, WITHOUT CONTRAST","$4,629.00",,,,,,,,,,
46600029.0,"DIAGNOSTIC IMAGING - MRI SCAN OF BRAIN, WITHOUT CONTRAST","$4,888.00",,,,,,,,,,
46600300.0,DIAGNOSTIC IMAGING - MRI Scan Of Chest With And Without Contrast,"$8,019.00",,,,,,,,,,
46600300.0,DIAGNOSTIC IMAGING - MRI Scan Of Chest With And Without Contrast,"$8,019.00",,,,,,,,,,
46600300.0,DIAGNOSTIC IMAGING - MRI Scan Of Chest With And Without Contrast,"$7,357.00",,,,,,,,,,
46600300.0,DIAGNOSTIC IMAGING - MRI Scan Of Chest With And Without Contrast,"$7,357.00",,,,,,,,,,
46600300.0,DIAGNOSTIC IMAGING - MRI Scan Of Chest With And Without Contrast,"$5,728.00",,,,,,,,,,
46600300.0,DIAGNOSTIC IMAGING - MRI Scan Of Chest With And Without Contrast,"$8,019.00",,,,,,,,,,
46600292.0,DIAGNOSTIC IMAGING - MRI Scan Of Chest With Contrast,"$6,868.00",,,,,,,,,,
46600292.0,DIAGNOSTIC IMAGING - MRI Scan Of Chest With Contrast,"$4,906.00",,,,,,,,,,
46600292.0,DIAGNOSTIC IMAGING - MRI Scan Of Chest With Contrast,"$6,301.00",,,,,,,,,,
46600292.0,DIAGNOSTIC IMAGING - MRI Scan Of Chest With Contrast,"$6,868.00",,,,,,,,,,
46600292.0,DIAGNOSTIC IMAGING - MRI Scan Of Chest With Contrast,"$6,868.00",,,,,,,,,,
46600292.0,DIAGNOSTIC IMAGING - MRI Scan Of Chest With Contrast,"$6,301.00",,,,,,,,,,
46600110.0,DIAGNOSTIC IMAGING - MRI Scan Of Chest Without Contrast,"$6,522.00",,,,,,,,,,
46600110.0,DIAGNOSTIC IMAGING - MRI Scan Of Chest Without Contrast,"$7,109.00",,,,,,,,,,
46600110.0,DIAGNOSTIC IMAGING - MRI Scan Of Chest Without Contrast,"$7,109.00",,,,,,,,,,
46600110.0,DIAGNOSTIC IMAGING - MRI Scan Of Chest Without Contrast,"$5,078.00",,,,,,,,,,
46600110.0,DIAGNOSTIC IMAGING - MRI Scan Of Chest Without Contrast,"$6,522.00",,,,,,,,,,
46600110.0,DIAGNOSTIC IMAGING - MRI Scan Of Chest Without Contrast,"$7,109.00",,,,,,,,,,
46600284.0,"DIAGNOSTIC IMAGING - MRI SCAN OF EYE, FACE, OR NECK, WITH AND WITHOUT CONTRAST","$6,857.00",,,,,,,,,,
46600284.0,"DIAGNOSTIC IMAGING - MRI SCAN OF EYE, FACE, OR NECK, WITH AND WITHOUT CONTRAST","$5,728.00",,,,,,,,,,
46600284.0,"DIAGNOSTIC IMAGING - MRI SCAN OF EYE, FACE, OR NECK, WITH AND WITHOUT CONTRAST","$6,049.00",,,,,,,,,,
46600284.0,"DIAGNOSTIC IMAGING - MRI SCAN OF EYE, FACE, OR NECK, WITH AND WITHOUT CONTRAST","$5,728.00",,,,,,,,,,
46600284.0,"DIAGNOSTIC IMAGING - MRI SCAN OF EYE, FACE, OR NECK, WITH AND WITHOUT CONTRAST","$6,857.00",,,,,,,,,,
46600284.0,"DIAGNOSTIC IMAGING - MRI SCAN OF EYE, FACE, OR NECK, WITH AND WITHOUT CONTRAST","$5,728.00",,,,,,,,,,
46600276.0,"DIAGNOSTIC IMAGING - MRI SCAN OF EYE, FACE, OR NECK, WITH CONTRAST","$4,906.00",,,,,,,,,,
46600276.0,"DIAGNOSTIC IMAGING - MRI SCAN OF EYE, FACE, OR NECK, WITH CONTRAST","$5,181.00",,,,,,,,,,
46600276.0,"DIAGNOSTIC IMAGING - MRI SCAN OF EYE, FACE, OR NECK, WITH CONTRAST","$5,873.00",,,,,,,,,,
46600276.0,"DIAGNOSTIC IMAGING - MRI SCAN OF EYE, FACE, OR NECK, WITH CONTRAST","$4,906.00",,,,,,,,,,
46600276.0,"DIAGNOSTIC IMAGING - MRI SCAN OF EYE, FACE, OR NECK, WITH CONTRAST","$4,906.00",,,,,,,,,,
46600276.0,"DIAGNOSTIC IMAGING - MRI SCAN OF EYE, FACE, OR NECK, WITH CONTRAST","$5,873.00",,,,,,,,,,
46600169.0,"DIAGNOSTIC IMAGING - MRI SCAN OF EYE, FACE, OR NECK, WITHOUT CONTRAST","$4,473.00",,,,,,,,,,
46600169.0,"DIAGNOSTIC IMAGING - MRI SCAN OF EYE, FACE, OR NECK, WITHOUT CONTRAST","$4,724.00",,,,,,,,,,
46600169.0,"DIAGNOSTIC IMAGING - MRI SCAN OF EYE, FACE, OR NECK, WITHOUT CONTRAST","$4,451.00",,,,,,,,,,
46600169.0,"DIAGNOSTIC IMAGING - MRI SCAN OF EYE, FACE, OR NECK, WITHOUT CONTRAST","$4,451.00",,,,,,,,,,
46600169.0,"DIAGNOSTIC IMAGING - MRI SCAN OF EYE, FACE, OR NECK, WITHOUT CONTRAST","$4,473.00",,,,,,,,,,
46600169.0,"DIAGNOSTIC IMAGING - MRI SCAN OF EYE, FACE, OR NECK, WITHOUT CONTRAST","$4,473.00",,,,,,,,,,
46600409.0,DIAGNOSTIC IMAGING - MRI Scan Of Leg Joint With And Without Contrast,"$5,929.00",,,,,,,,,,
46600409.0,DIAGNOSTIC IMAGING - MRI Scan Of Leg Joint With And Without Contrast,"$8,301.00",,,,,,,,,,
46600409.0,DIAGNOSTIC IMAGING - MRI Scan Of Leg Joint With And Without Contrast,"$8,301.00",,,,,,,,,,
46600409.0,DIAGNOSTIC IMAGING - MRI Scan Of Leg Joint With And Without Contrast,"$8,301.00",,,,,,,,,,
46600409.0,DIAGNOSTIC IMAGING - MRI Scan Of Leg Joint With And Without Contrast,"$7,615.00",,,,,,,,,,
46600409.0,DIAGNOSTIC IMAGING - MRI Scan Of Leg Joint With And Without Contrast,"$8,301.00",,,,,,,,,,
46600391.0,DIAGNOSTIC IMAGING - MRI Scan Of Leg Joint With Contrast,"$5,929.00",,,,,,,,,,
46600391.0,DIAGNOSTIC IMAGING - MRI Scan Of Leg Joint With Contrast,"$8,301.00",,,,,,,,,,
46600391.0,DIAGNOSTIC IMAGING - MRI Scan Of Leg Joint With Contrast,"$7,615.00",,,,,,,,,,
46600391.0,DIAGNOSTIC IMAGING - MRI Scan Of Leg Joint With Contrast,"$8,301.00",,,,,,,,,,
46600391.0,DIAGNOSTIC IMAGING - MRI Scan Of Leg Joint With Contrast,"$7,615.00",,,,,,,,,,
46600391.0,DIAGNOSTIC IMAGING - MRI Scan Of Leg Joint With Contrast,"$8,301.00",,,,,,,,,,
46600243.0,DIAGNOSTIC IMAGING - MRI Scan Of Leg Joint Without Contrast,"$6,481.00",,,,,,,,,,
46600243.0,DIAGNOSTIC IMAGING - MRI Scan Of Leg Joint Without Contrast,"$6,481.00",,,,,,,,,,
46600243.0,DIAGNOSTIC IMAGING - MRI Scan Of Leg Joint Without Contrast,"$4,775.00",,,,,,,,,,
46600243.0,DIAGNOSTIC IMAGING - MRI Scan Of Leg Joint Without Contrast,"$4,775.00",,,,,,,,,,
46600243.0,DIAGNOSTIC IMAGING - MRI Scan Of Leg Joint Without Contrast,"$4,629.00",,,,,,,,,,
46600243.0,DIAGNOSTIC IMAGING - MRI Scan Of Leg Joint Without Contrast,"$6,481.00",,,,,,,,,,
46600235.0,DIAGNOSTIC IMAGING - MRI Scan Of Leg With And Without Contrast,"$8,301.00",,,,,,,,,,
46600235.0,DIAGNOSTIC IMAGING - MRI Scan Of Leg With And Without Contrast,"$5,929.00",,,,,,,,,,
46600235.0,DIAGNOSTIC IMAGING - MRI Scan Of Leg With And Without Contrast,"$7,615.00",,,,,,,,,,
46600235.0,DIAGNOSTIC IMAGING - MRI Scan Of Leg With And Without Contrast,"$8,301.00",,,,,,,,,,
46600235.0,DIAGNOSTIC IMAGING - MRI Scan Of Leg With And Without Contrast,"$7,615.00",,,,,,,,,,
46600235.0,DIAGNOSTIC IMAGING - MRI Scan Of Leg With And Without Contrast,"$8,301.00",,,,,,,,,,
46600912.0,DIAGNOSTIC IMAGING - MRI Scan Of Leg With Contrast,"$4,062.00",,,,,,,,,,
46600912.0,DIAGNOSTIC IMAGING - MRI Scan Of Leg With Contrast,"$4,062.00",,,,,,,,,,
46600912.0,DIAGNOSTIC IMAGING - MRI Scan Of Leg With Contrast,"$4,428.00",,,,,,,,,,
46600912.0,DIAGNOSTIC IMAGING - MRI Scan Of Leg With Contrast,"$4,428.00",,,,,,,,,,
46600912.0,DIAGNOSTIC IMAGING - MRI Scan Of Leg With Contrast,"$3,163.00",,,,,,,,,,
46600912.0,DIAGNOSTIC IMAGING - MRI Scan Of Leg With Contrast,"$4,428.00",,,,,,,,,,
46600847.0,DIAGNOSTIC IMAGING - MRI Scan Of Leg Without Contrast,"$2,500.00",,,,,,,,,,
46600847.0,DIAGNOSTIC IMAGING - MRI Scan Of Leg Without Contrast,"$3,500.00",,,,,,,,,,
46600847.0,DIAGNOSTIC IMAGING - MRI Scan Of Leg Without Contrast,"$3,500.00",,,,,,,,,,
